c_id,subject,type,text,p.instruction_explicitness_of_instruction,p.instruction_obstacle_complex_np,p.instruction_obstacle_negation,p.instruction_obstacle_passive,p.item_1_answer_verbatim_explanatory_text,p.item_1_obstacle_complex_np,p.item_1_obstacle_negation,p.item_1_obstacle_passive,p.item_1_sentence_length,p.item_2_answer_verbatim_explanatory_text,p.item_2_obstacle_complex_np,p.item_2_obstacle_negation,p.item_2_obstacle_passive,p.item_2_sentence_length,p.item_3_answer_verbatim_explanatory_text,p.item_3_obstacle_complex_np,p.item_3_obstacle_negation,p.item_3_obstacle_passive,p.item_3_sentence_length,p.item_4_answer_verbatim_explanatory_text,p.item_4_obstacle_complex_np,p.item_4_obstacle_negation,p.item_4_obstacle_passive,p.item_4_sentence_length,p.item_5_answer_verbatim_explanatory_text,p.item_5_obstacle_complex_np,p.item_5_obstacle_negation,p.item_5_obstacle_passive,p.item_5_sentence_length,p.item_6_answer_verbatim_explanatory_text,p.item_6_obstacle_complex_np,p.item_6_obstacle_negation,p.item_6_obstacle_passive,p.item_6_sentence_length,p.item_7_answer_verbatim_explanatory_text,p.item_7_obstacle_complex_np,p.item_7_obstacle_negation,p.item_7_obstacle_passive,p.item_7_sentence_length,p.item_8_answer_verbatim_explanatory_text,p.item_8_obstacle_complex_np,p.item_8_obstacle_negation,p.item_8_obstacle_passive,p.item_8_sentence_length,p.mathematical_requirement_level,p.root_text_contains_irrelevant_information,p.root_text_obstacle_complex_np,p.root_text_obstacle_negation,p.root_text_obstacle_passive,p.root_text_reference_explanatory_text,p.taxanomy_level,p.variation,answers,p.instruction_number_of_sentences
33-1-3,1,multiple-choice,"Wähle die zutreffenden Aussagen aus. Es können auch mehrere Antworten richtig sein. <option> In der Wirtschaftswissenschaft geht man davon aus, dass Bedürfnisse begrenzt sind. <option> Alle Menschen haben die gleichen Bedürfnisse. <option> In der Wirtschaftswissenschaft geht man davon aus, dass Bedürfnisse unbegrenzt sind. <option> Die Bedürfnisse eines Menschen unterscheiden sich je nach Herkunft, Alter, … ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,Stammaufgabe,"In der Wirtschaftswissenschaft geht man davon aus, dass Bedürfnisse unbegrenzt sind.; Die Bedürfnisse eines Menschen unterscheiden sich je nach Herkunft, Alter, …",2
32-3-3,1,multiple-choice,"In der Wirtschaftswissenschaft werden Bedürfnisse im Allgemeinen als… <option> Wünsche bezeichnet, die aus einem empfundenen Mangel entstehen (z. B. den Wunsch, etwas zu essen oder Musik zu hören). <option> Dinge bezeichnet, die man kauft, um sich einen Wunsch zu erfüllen (z. B. Autos, Schmuck, Fernseher, …) <option> Wünsche bezeichnet, die man sich nur durch einen Handel (bspw. mit Geld) erfüllen kann. <option> alle Arten von Gefühlen bezeichnet, die Menschen empfinden können (z. B. Trauer oder Liebe). <option> negative Gefühle bezeichnet, die Menschen empfinden können (z.B. Hunger oder Trauer) <option> begrenzt angenommen. Hat man ein Bedürfnis erfüllt, ist man zufrieden. <option> unbegrenzt angenommen. Wenn ein Bedürfnis erfüllt ist, gibt es häufig noch weitere Bedürfnisse, die man befriedigen könnte. ",,,,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,schwer,"Wünsche bezeichnet, die aus einem empfundenen Mangel entstehen (z. B. den Wunsch, etwas zu essen oder Musik zu hören).; unbegrenzt angenommen. Wenn ein Bedürfnis erfüllt ist, gibt es häufig noch weitere Bedürfnisse, die man befriedigen könnte.",1
32-3-2,1,multiple-choice,"In der Wirtschaftswissenschaft werden im Allgemeinen als Bedürfnisse bezeichnet… <option> Wünsche, die aus einem empfundenen Mangel entstehen (z. B. den Wunsch, etwas zu essen oder Musik zu hören). <option> Dinge, die man kauft, um sich einen Wunsch zu erfüllen (z. B. Autos, Schmuck, Fernseher, …) <option> nur die Wünsche, die man sich durch Geld erfüllen kann. <option> alle Arten von Gefühlen, die Menschen empfinden können (z. B. Trauer oder Liebe). <option> negative Gefühle, die Menschen empfinden können (z.B. Hunger oder Trauer) <option> begrenzt. Hat man ein Bedürfnis erfüllt, ist man zufrieden. <option> unbegrenzt. Wenn ein Bedürfnis erfüllt ist, gibt es häufig noch weitere Bedürfnisse, die man befriedigen könnte. ",,,,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,schwer,"Wünsche, die aus einem empfundenen Mangel entstehen (z. B. den Wunsch, etwas zu essen oder Musik zu hören).; unbegrenzt. Wenn ein Bedürfnis erfüllt ist, gibt es häufig noch weitere Bedürfnisse, die man befriedigen könnte.",1
35-1-5,1,true-false,"Entscheide, ob die Aussagen falsch oder richtig sind. <true-false> Alle Menschen haben die gleichen Bedürfnisse. <true-false> Die Bedürfnisse von Menschen sind unbegrenzt. <true-false> Bedürfnisse beschreiben Wünsche, die durch Geld befriedigt werden können. <true-false> Bedürfnisse beschreiben Wünsche, die durch einen empfundenen Mangel entstehen. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,Stammaufgabe,"Die Bedürfnisse von Menschen sind unbegrenzt.; Bedürfnisse beschreiben Wünsche, die durch einen empfundenen Mangel entstehen.",1
32-2-3,1,single-choice,"Wähle die richtige Antwort aus. In der Wirtschaftswissenschaft sind Bedürfnisse… <option> Wünsche, die entstehen, wenn man das Gefühl hat, dass einem etwas fehlt (z. B. den Wunsch, sich durch ein heißes Getränk zu wärmen). <option> nur die Wünsche, die man sich durch Geld erfüllen kann. <option> alle Arten von Gefühlen, die Menschen empfinden können (z. B. Trauer oder Liebe). ",Explizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,leicht,"Wünsche, die entstehen, wenn man das Gefühl hat, dass einem etwas fehlt (z. B. den Wunsch, sich durch ein heißes Getränk zu wärmen).",2
38-3-3,1,multiple-choice,"Welche Aussagen passen zum folgenden Gedicht von Wilhelm Busch: Wonach du sehnlich ausgeschaut, Es wurde dir beschieden. Du triumphierst und jubelst laut: Jetzt hab ich endlich! Ach, Freundchen, rede nicht so wild, Bezähme deine Zunge! Ein jeder Wunsch wenn er erfüllt, Kriegt augenblicklich Junge. <option> Bedürfnisse sind unbegrenzt. <option> Bedarf ist das konkrete Verlangen zum Beispiel nach einem bestimmten Produkt oder einer bestimmten Leistung zur Befriedigung der eigenen Bedürfnisse. <option> Grundbedürfnisse müssen erfüllt werden, um zu überleben. <option> Als Selbstverwirklichungsbedürfnisse bezeichnet man das Bedürfnis, sich zu verhalten, wie es den eigenen Vorstellungen entspricht. <option> Ein Bedürfnis wird befriedigt, wenn ein Wunsch erfüllt wird. <option> Je nach Person unterscheiden sich Menschen in ihren Bedürfnissen.  ",,,,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,Implizit,Stufe 2,schwer,"Bedürfnisse sind unbegrenzt.; Ein Bedürfnis wird befriedigt, wenn ein Wunsch erfüllt wird.",4
39-2-2,1,mapping,"Ordne den links stehenden Kategorien von Bedürfnissen Jugendlicher die richtigen Beispiele zu. <start-option> Erlebnisorientierung <start-option> Wunsch nach Zugehörigkeit <start-option> Streben nach Freiheit <start-option> Streben nach Status <end-option> Sport, Mode, Online-Bestenlisten, Likes/Follower in Sozialen Medien <end-option> Etwas unternehmen, Freunde treffen, TV, Surfen im Internet <end-option> Freunde, Familie, Sportverein, Soziale Medien <end-option> Rebellieren gegen Respektpersonen, Reisen, ""elternfreie"" Zeit/Zonen ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 2,leicht,"Erlebnisorientierung -> Etwas unternehmen, Freunde treffen, TV, Surfen im Internet; Wunsch nach Zugehörigkeit -> Freunde, Familie, Sportverein, Soziale Medien; Streben nach Freiheit -> Rebellieren gegen Respektpersonen, Reisen, ""elternfreie"" Zeit/Zonen; Streben nach Status -> Sport, Mode, Online-Bestenlisten, Likes/Follower in Sozialen Medien",1
39-1-3,1,mapping,"Ordne den links stehenden Kategorien von Bedürfnissen Jugendlicher die richtigen Beispiele zu. <start-option> Erlebnisorientierung <start-option> Wunsch nach Zugehörigkeit <start-option> Entwicklung einer eigenen Identität <start-option> Streben nach Freiheit <start-option> Wunsch nach einer intakten Umwelt <start-option> Streben nach Status <end-option> Sport, Mode, Online-Bestenlisten, Likes/Follower in Sozialen Medien <end-option> Etwas unternehmen, Freunde treffen, TV, Surfen im Internet <end-option> Auseinandersetzung mit Gleichaltrigen/Respektpersonen, Tagebuch, Communities in Sozialen Medien <end-option> Freunde, Familie, Sportverein, Soziale Medien <end-option> Rebellieren gegen Respektpersonen, Reisen, ""elternfreie"" Zeit/Zonen <end-option> Mülltrennung/Recycling, Verzicht auf Plastik/Verpackungen, Nutzen von öffentlichen Verkehrsmitteln ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 2,Stammaufgabe,"Erlebnisorientierung -> Etwas unternehmen, Freunde treffen, TV, Surfen im Internet; Wunsch nach Zugehörigkeit -> Freunde, Familie, Sportverein, Soziale Medien; Entwicklung einer eigenen Identität -> Auseinandersetzung mit Gleichaltrigen/Respektpersonen, Tagebuch, Communities in Sozialen Medien; Streben nach Freiheit -> Rebellieren gegen Respektpersonen, Reisen, ""elternfreie"" Zeit/Zonen; Wunsch nach einer intakten Umwelt -> Mülltrennung/Recycling, Verzicht auf Plastik/Verpackungen, Nutzen von öffentlichen Verkehrsmitteln; Streben nach Status -> Sport, Mode, Online-Bestenlisten, Likes/Follower in Sozialen Medien",1
32-1-2,1,multiple-choice,"In der Wirtschaftswissenschaft sind Bedürfnisse… <option> Wünsche, die aus einem empfundenen Mangel entstehen (z. B. den Wunsch, etwas zu essen oder Musik zu hören). <option> Dinge, die man kauft, um sich einen Wunsch zu erfüllen (z. B. Autos, Schmuck, Fernseher, …) <option> nur die Wünsche, die man sich durch Geld erfüllen kann. <option> alle Arten von Gefühlen, die Menschen empfinden können (z. B. Trauer oder Liebe). ",,,,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,Stammaufgabe,"Wünsche, die aus einem empfundenen Mangel entstehen (z. B. den Wunsch, etwas zu essen oder Musik zu hören).",1
40-2-2,1,multiple-choice,"Wobei handelt es sich um ein Bedürfnis, das befriedigt werden kann? <option> Liebe <option> Seife <option> Hunger <option> Fahrradbremse ",,,,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Enthalten,Nicht enthalten,Enthalten,Implizit,Stufe 2,leicht,Liebe; Hunger,1
40-1-3,1,multiple-choice,"Wobei handelt es sich um ein Bedürfnis, das befriedigt werden kann? <option> Liebe <option> Wasser <option> Seife <option> Hunger <option> Fahrradbremse <option> Freiheit ",,,,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Enthalten,Nicht enthalten,Enthalten,Implizit,Stufe 2,Stammaufgabe,Liebe; Hunger; Freiheit,1
39-3-2,1,mapping,"Ordne den links stehenden Kategorien von Bedürfnissen Jugendlicher die richtigen Beispiele zu. <start-option> Gesundheit <start-option> Erlebnisorientierung <start-option> Wunsch nach Zugehörigkeit <start-option> Entwicklung einer eigenen Identität <start-option> Streben nach Freiheit <start-option> Wunsch nach einer intakten Umwelt <start-option> Streben nach Status <start-option> Berufliche Orientierung <end-option> Sport, Mode, Online-Bestenlisten, Likes/Follower in Sozialen Medien <end-option> Etwas unternehmen, Freunde treffen, TV, Surfen im Internet <end-option> Erreichen eines Schulabschlusses, Ergreifen eines erfüllenden Berufs, Recherche über Vertrauenspersonen/Praxiskontakte und das Internet <end-option> Auseinandersetzung mit Gleichaltrigen/Respektpersonen, Tagebuch, Communities in Sozialen Medien <end-option> Freunde, Familie, Sportverein, Soziale Medien <end-option> Gestillter Hunger/Durst, Schlaf, Abwesenheit von Krankheiten <end-option> Rebellieren gegen Respektpersonen, Reisen, ""elternfreie"" Zeit/Zonen <end-option> Mülltrennung/Recycling, Verzicht auf Plastik/Verpackungen, Nutzen von öffentlichen Verkehrsmitteln ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,0 (Kein Bezug),,,,,,Stufe 2,schwer,"Gesundheit -> Gestillter Hunger/Durst, Schlaf, Abwesenheit von Krankheiten; Erlebnisorientierung -> Etwas unternehmen, Freunde treffen, TV, Surfen im Internet; Wunsch nach Zugehörigkeit -> Freunde, Familie, Sportverein, Soziale Medien; Entwicklung einer eigenen Identität -> Auseinandersetzung mit Gleichaltrigen/Respektpersonen, Tagebuch, Communities in Sozialen Medien; Streben nach Freiheit -> Rebellieren gegen Respektpersonen, Reisen, ""elternfreie"" Zeit/Zonen; Wunsch nach einer intakten Umwelt -> Mülltrennung/Recycling, Verzicht auf Plastik/Verpackungen, Nutzen von öffentlichen Verkehrsmitteln; Streben nach Status -> Sport, Mode, Online-Bestenlisten, Likes/Follower in Sozialen Medien; Berufliche Orientierung -> Erreichen eines Schulabschlusses, Ergreifen eines erfüllenden Berufs, Recherche über Vertrauenspersonen/Praxiskontakte und das Internet",1
40-3-2,1,multiple-choice,"Wobei handelt es sich um ein Bedürfnis, das befriedigt werden kann? <option> Liebe <option> Wasser <option> Seife <option> Hunger <option> Fahrradbremse <option> Freiheit <option> Regen <option> Schlaf ",,,,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,0 (Kein Bezug),Nicht enthalten,Enthalten,Nicht enthalten,Enthalten,Implizit,Stufe 2,schwer,Liebe; Hunger; Freiheit; Schlaf,1
49-1-3,2,true-false,"Entscheide, ob die Aussagen zu den Stufen der Bedürfnispyramide falsch oder richtig sind. <true-false> Wertschätzungsbedürfnisse stehen in der Bedürfnispyramide über den sozialen Bedürfnissen. <true-false> Sicherheitsbedürfnisse stehen in der Bedürfnispyramide über den Wertschätzungsbedürfnissen. <true-false> Vor Gefahren geschützt zu sein ist ein Physiologisches Bedürfnis. <true-false> Vor Gefahren geschützt zu sein ist ein Sicherheitsbedürfnis. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,Stammaufgabe,Wertschätzungsbedürfnisse stehen in der Bedürfnispyramide über den sozialen Bedürfnissen.; Vor Gefahren geschützt zu sein ist ein Sicherheitsbedürfnis.,1
53-2-2,2,single-choice,Bei welchem Wunsch handelt es sich um Physiologische Grundbedürfnisse? <option> Wunsch nach einer Beziehung <option> Wunsch nach ausreichend Schlaf <option> Wunsch nach sportlichem Erfolg ,,,,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 2,leicht,Wunsch nach ausreichend Schlaf,1
53-2-1,2,single-choice,Bei welchem Wunsch handelt es sich um Physiologische Grundbedürfnisse? <option> Wunsch nach einer Beziehung <option> Wunsch nach ausreichend Schlaf <option> Wunsch nach sportlichem Erfolg ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 2,leicht,Wunsch nach ausreichend Schlaf,1
53-1-2,2,multiple-choice,Wobei handelt es sich um Physiologische Grundbedürfnisse? Es können auch mehrere Antworten richtig sein. <option> Wunsch nach einer Beziehung <option> Wunsch nach ausreichend Schlaf <option> Wunsch nach sportlichem Erfolg <option> Wunsch seinen Hunger zu stillen ,Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 2,Stammaufgabe,Wunsch nach ausreichend Schlaf; Wunsch seinen Hunger zu stillen,2
53-1-1,2,multiple-choice,Wobei handelt es sich um Physiologische Grundbedürfnisse? Es können auch mehrere Antworten richtig sein. <option> Wunsch nach einer Beziehung <option> Wunsch nach ausreichend Schlaf <option> Wunsch nach sportlichem Erfolg <option> Wunsch seinen Hunger zu stillen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 2,Stammaufgabe,Wunsch nach ausreichend Schlaf; Wunsch seinen Hunger zu stillen,2
52-2-2,2,single-choice,Bei welchem Wunsch handelt es sich um ein Sicherheitsbedürfnis?  <option> Wunsch nach Anerkennung <option> Wunsch nach sportlichem Erfolg <option> Wunsch im Alter vorgesorgt zu haben ,,,,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 2,leicht,Wunsch im Alter vorgesorgt zu haben,1
52-2-1,2,single-choice,Bei welchem Wunsch handelt es sich um ein Sicherheitsbedürfnis?  <option> Wunsch nach Anerkennung <option> Wunsch nach sportlichem Erfolg <option> Wunsch im Alter vorgesorgt zu haben ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 2,leicht,Wunsch im Alter vorgesorgt zu haben,1
